series,episode,baker,signature_bake,show_stopper,baker_name,baker_age,baker_occupation,hometown,technical,result
8,5,chris,NA,NA,NA,NA,NA,NA,NA,NA
8,5,flo,NA,NA,NA,NA,NA,NA,NA,NA
8,5,peter,NA,NA,NA,NA,NA,NA,NA,NA
8,5,tom,NA,NA,NA,NA,NA,NA,NA,NA
8,6,chris,NA,NA,NA,NA,NA,NA,NA,NA
8,6,flo,NA,NA,NA,NA,NA,NA,NA,NA
8,6,james,NA,NA,NA,NA,NA,NA,NA,NA
8,6,peter,NA,NA,NA,NA,NA,NA,NA,NA
8,6,tom,NA,NA,NA,NA,NA,NA,NA,NA
8,7,chris,NA,NA,NA,NA,NA,NA,NA,NA
8,7,flo,NA,NA,NA,NA,NA,NA,NA,NA
8,7,james,NA,NA,NA,NA,NA,NA,NA,NA
8,7,julia,NA,NA,NA,NA,NA,NA,NA,NA
8,7,peter,NA,NA,NA,NA,NA,NA,NA,NA
8,7,tom,NA,NA,NA,NA,NA,NA,NA,NA
8,8,chris,NA,NA,NA,NA,NA,NA,NA,NA
8,8,flo,NA,NA,NA,NA,NA,NA,NA,NA
8,8,james,NA,NA,NA,NA,NA,NA,NA,NA
8,8,julia,NA,NA,NA,NA,NA,NA,NA,NA
8,8,peter,NA,NA,NA,NA,NA,NA,NA,NA
8,8,tom,NA,NA,NA,NA,NA,NA,NA,NA
8,8,yan,NA,NA,NA,NA,NA,NA,NA,NA
8,9,chris,NA,NA,NA,NA,NA,NA,NA,NA
8,9,flo,NA,NA,NA,NA,NA,NA,NA,NA
8,9,james,NA,NA,NA,NA,NA,NA,NA,NA
8,9,julia,NA,NA,NA,NA,NA,NA,NA,NA
8,9,liam,NA,NA,NA,NA,NA,NA,NA,NA
8,9,peter,NA,NA,NA,NA,NA,NA,NA,NA
8,9,tom,NA,NA,NA,NA,NA,NA,NA,NA
8,9,yan,NA,NA,NA,NA,NA,NA,NA,NA
8,10,chris,NA,NA,NA,NA,NA,NA,NA,NA
8,10,flo,NA,NA,NA,NA,NA,NA,NA,NA
8,10,james,NA,NA,NA,NA,NA,NA,NA,NA
8,10,julia,NA,NA,NA,NA,NA,NA,NA,NA
8,10,liam,NA,NA,NA,NA,NA,NA,NA,NA
8,10,peter,NA,NA,NA,NA,NA,NA,NA,NA
8,10,stacey,NA,NA,NA,NA,NA,NA,NA,NA
8,10,tom,NA,NA,NA,NA,NA,NA,NA,NA
8,10,yan,NA,NA,NA,NA,NA,NA,NA,NA
9,1,antony,NA,NA,NA,NA,NA,NA,12,IN
9,1,briony,NA,NA,NA,NA,NA,NA,2,IN
9,1,dan,NA,NA,NA,NA,NA,NA,4,IN
9,1,jon,NA,NA,NA,NA,NA,NA,5,IN
9,1,karen,NA,NA,NA,NA,NA,NA,6,IN
9,1,kim-joy,NA,NA,NA,NA,NA,NA,10,IN
9,1,luke,NA,NA,NA,NA,NA,NA,8,IN
9,1,rahul,NA,NA,NA,NA,NA,NA,7,IN
9,1,ruby,NA,NA,NA,NA,NA,NA,1,IN
9,1,terry,NA,NA,NA,NA,NA,NA,9,IN
9,1,imelda,NA,NA,NA,NA,NA,NA,11,OUT
9,1,manon,NA,NA,NA,NA,NA,NA,3,STAR BAKER
9,2,antony,NA,NA,NA,NA,NA,NA,9,IN
9,2,briony,NA,NA,NA,NA,NA,NA,5,IN
9,2,dan,NA,NA,NA,NA,NA,NA,3,IN
9,2,jon,NA,NA,NA,NA,NA,NA,1,IN
9,2,karen,NA,NA,NA,NA,NA,NA,11,IN
9,2,kim-joy,NA,NA,NA,NA,NA,NA,4,IN
9,2,manon,NA,NA,NA,NA,NA,NA,6,IN
9,2,ruby,NA,NA,NA,NA,NA,NA,10,IN
9,2,terry,NA,NA,NA,NA,NA,NA,8,IN
9,2,luke,NA,NA,NA,NA,NA,NA,7,OUT
9,2,rahul,NA,NA,NA,NA,NA,NA,2,STAR BAKER
9,2,imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,3,briony,NA,NA,NA,NA,NA,NA,9,IN
9,3,dan,NA,NA,NA,NA,NA,NA,6,IN
9,3,jon,NA,NA,NA,NA,NA,NA,2,IN
9,3,karen,NA,NA,NA,NA,NA,NA,5,IN
9,3,kim-joy,NA,NA,NA,NA,NA,NA,10,IN
9,3,manon,NA,NA,NA,NA,NA,NA,3,IN
9,3,ruby,NA,NA,NA,NA,NA,NA,7,IN
9,3,terry,NA,NA,NA,NA,NA,NA,1,IN
9,3,antony,NA,NA,NA,NA,NA,NA,8,OUT
9,3,rahul,NA,NA,NA,NA,NA,NA,4,STAR BAKER
9,3,imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,3,luke,NA,NA,NA,NA,NA,NA,NA,NA
9,4,terry,NA,NA,NA,NA,NA,NA,NA,[a]
9,4,briony,NA,NA,NA,NA,NA,NA,5,IN
9,4,jon,NA,NA,NA,NA,NA,NA,3,IN
9,4,karen,NA,NA,NA,NA,NA,NA,7,IN
9,4,kim-joy,NA,NA,NA,NA,NA,NA,6,IN
9,4,manon,NA,NA,NA,NA,NA,NA,8,IN
9,4,rahul,NA,NA,NA,NA,NA,NA,4,IN
9,4,ruby,NA,NA,NA,NA,NA,NA,2,IN
9,4,dan,NA,NA,NA,NA,NA,NA,1,STAR BAKER
9,4,antony,NA,NA,NA,NA,NA,NA,NA,NA
9,4,imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,4,luke,NA,NA,NA,NA,NA,NA,NA,NA
9,5,briony,NA,NA,NA,NA,NA,NA,6,IN
9,5,dan,NA,NA,NA,NA,NA,NA,2,IN
9,5,jon,NA,NA,NA,NA,NA,NA,7,IN
9,5,manon,NA,NA,NA,NA,NA,NA,5,IN
9,5,rahul,NA,NA,NA,NA,NA,NA,3,IN
9,5,ruby,NA,NA,NA,NA,NA,NA,1,IN
9,5,karen,NA,NA,NA,NA,NA,NA,9,OUT
9,5,terry,NA,NA,NA,NA,NA,NA,8,OUT
9,5,kim-joy,NA,NA,NA,NA,NA,NA,4,STAR BAKER
9,5,antony,NA,NA,NA,NA,NA,NA,NA,NA
9,5,imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,5,luke,NA,NA,NA,NA,NA,NA,NA,NA
9,6,jon,NA,NA,NA,NA,NA,NA,2,IN
9,6,kim-joy,NA,NA,NA,NA,NA,NA,5,IN
9,6,manon,NA,NA,NA,NA,NA,NA,4,IN
9,6,rahul,NA,NA,NA,NA,NA,NA,3,IN
9,6,ruby,NA,NA,NA,NA,NA,NA,7,IN
9,6,dan,NA,NA,NA,NA,NA,NA,6,OUT
9,6,briony,NA,NA,NA,NA,NA,NA,1,STAR BAKER
9,6,antony,NA,NA,NA,NA,NA,NA,NA,NA
9,6,imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,6,karen,NA,NA,NA,NA,NA,NA,NA,NA
9,6,luke,NA,NA,NA,NA,NA,NA,NA,NA
9,6,terry,NA,NA,NA,NA,NA,NA,NA,NA
9,7,briony,NA,NA,NA,NA,NA,NA,5,IN
9,7,manon,NA,NA,NA,NA,NA,NA,2,IN
9,7,rahul,NA,NA,NA,NA,NA,NA,1,IN
9,7,ruby,NA,NA,NA,NA,NA,NA,3,IN
9,7,jon,NA,NA,NA,NA,NA,NA,4,OUT
9,7,kim-joy,NA,NA,NA,NA,NA,NA,6,STAR BAKER
9,7,antony,NA,NA,NA,NA,NA,NA,NA,NA
9,7,dan,NA,NA,NA,NA,NA,NA,NA,NA
9,7,imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,7,karen,NA,NA,NA,NA,NA,NA,NA,NA
9,7,luke,NA,NA,NA,NA,NA,NA,NA,NA
9,7,terry,NA,NA,NA,NA,NA,NA,NA,NA
9,8,briony,NA,NA,NA,NA,NA,NA,1,IN
9,8,kim-joy,NA,NA,NA,NA,NA,NA,2,IN
9,8,rahul,NA,NA,NA,NA,NA,NA,5,IN
9,8,manon,NA,NA,NA,NA,NA,NA,4,OUT
9,8,ruby,NA,NA,NA,NA,NA,NA,3,STAR BAKER
9,8,antony,NA,NA,NA,NA,NA,NA,NA,NA
9,8,dan,NA,NA,NA,NA,NA,NA,NA,NA
9,8,imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,8,jon,NA,NA,NA,NA,NA,NA,NA,NA
9,8,karen,NA,NA,NA,NA,NA,NA,NA,NA
9,8,luke,NA,NA,NA,NA,NA,NA,NA,NA
9,8,terry,NA,NA,NA,NA,NA,NA,NA,NA
9,9,kim-joy,NA,NA,NA,NA,NA,NA,2,IN
9,9,rahul,NA,NA,NA,NA,NA,NA,4,IN
9,9,briony,NA,NA,NA,NA,NA,NA,3,OUT
9,9,ruby,NA,NA,NA,NA,NA,NA,1,STAR BAKER
9,9,antony,NA,NA,NA,NA,NA,NA,NA,NA
9,9,dan,NA,NA,NA,NA,NA,NA,NA,NA
9,9,imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,9,jon,NA,NA,NA,NA,NA,NA,NA,NA
9,9,karen,NA,NA,NA,NA,NA,NA,NA,NA
9,9,luke,NA,NA,NA,NA,NA,NA,NA,NA
9,9,manon,NA,NA,NA,NA,NA,NA,NA,NA
9,9,terry,NA,NA,NA,NA,NA,NA,NA,NA
9,10,kim-joy,NA,NA,NA,NA,NA,NA,1,Runner-up
9,10,ruby,NA,NA,NA,NA,NA,NA,3,Runner-up
9,10,rahul,NA,NA,NA,NA,NA,NA,2,WINNER
9,10,antony,NA,NA,NA,NA,NA,NA,NA,NA
9,10,briony,NA,NA,NA,NA,NA,NA,NA,NA
9,10,dan,NA,NA,NA,NA,NA,NA,NA,NA
9,10,imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,10,jon,NA,NA,NA,NA,NA,NA,NA,NA
9,10,karen,NA,NA,NA,NA,NA,NA,NA,NA
9,10,luke,NA,NA,NA,NA,NA,NA,NA,NA
9,10,manon,NA,NA,NA,NA,NA,NA,NA,NA
9,10,terry,NA,NA,NA,NA,NA,NA,NA,NA
10,1,alice,NA,NA,NA,NA,NA,NA,5,IN
10,1,amelia,NA,NA,NA,NA,NA,NA,4,IN
10,1,david,NA,NA,NA,NA,NA,NA,10,IN
10,1,helena,NA,NA,NA,NA,NA,NA,12,IN
10,1,henry,NA,NA,NA,NA,NA,NA,1,IN
10,1,jamie,NA,NA,NA,NA,NA,NA,13,IN
10,1,michael,NA,NA,NA,NA,NA,NA,11,IN
10,1,phil,NA,NA,NA,NA,NA,NA,8,IN
10,1,priya,NA,NA,NA,NA,NA,NA,7,IN
10,1,rosie,NA,NA,NA,NA,NA,NA,2,IN
10,1,steph,NA,NA,NA,NA,NA,NA,3,IN
10,1,dan,NA,NA,NA,NA,NA,NA,9,OUT
10,1,michelle,NA,NA,NA,NA,NA,NA,6,STAR BAKER
10,2,amelia,NA,NA,NA,NA,NA,NA,9,IN
10,2,david,NA,NA,NA,NA,NA,NA,2,IN
10,2,helena,NA,NA,NA,NA,NA,NA,12,IN
10,2,henry,NA,NA,NA,NA,NA,NA,6,IN
10,2,michael,NA,NA,NA,NA,NA,NA,4,IN
10,2,michelle,NA,NA,NA,NA,NA,NA,8,IN
10,2,phil,NA,NA,NA,NA,NA,NA,3,IN
10,2,priya,NA,NA,NA,NA,NA,NA,7,IN
10,2,rosie,NA,NA,NA,NA,NA,NA,5,IN
10,2,steph,NA,NA,NA,NA,NA,NA,10,IN
10,2,jamie,NA,NA,NA,NA,NA,NA,11,OUT
10,2,alice,NA,NA,NA,NA,NA,NA,1,STAR BAKER
10,2,dan,NA,NA,NA,NA,NA,NA,NA,NA
10,3,alice,NA,NA,NA,NA,NA,NA,7,IN
10,3,david,NA,NA,NA,NA,NA,NA,2,IN
10,3,helena,NA,NA,NA,NA,NA,NA,8,IN
10,3,henry,NA,NA,NA,NA,NA,NA,1,IN
10,3,michelle,NA,NA,NA,NA,NA,NA,5,IN
10,3,phil,NA,NA,NA,NA,NA,NA,10,IN
10,3,priya,NA,NA,NA,NA,NA,NA,4,IN
10,3,rosie,NA,NA,NA,NA,NA,NA,9,IN
10,3,steph,NA,NA,NA,NA,NA,NA,3,IN
10,3,amelia,NA,NA,NA,NA,NA,NA,11,OUT
10,3,michael,NA,NA,NA,NA,NA,NA,6,STAR BAKER
10,3,dan,NA,NA,NA,NA,NA,NA,NA,NA
10,3,jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,4,alice,NA,NA,NA,NA,NA,NA,8,IN
10,4,david,NA,NA,NA,NA,NA,NA,2,IN
10,4,helena,NA,NA,NA,NA,NA,NA,9,IN
10,4,henry,NA,NA,NA,NA,NA,NA,3,IN
10,4,michael,NA,NA,NA,NA,NA,NA,7,IN
10,4,michelle,NA,NA,NA,NA,NA,NA,5,IN
10,4,priya,NA,NA,NA,NA,NA,NA,10,IN
10,4,rosie,NA,NA,NA,NA,NA,NA,4,IN
10,4,phil,NA,NA,NA,NA,NA,NA,6,OUT
10,4,steph,NA,NA,NA,NA,NA,NA,1,STAR BAKER
10,4,amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,4,dan,NA,NA,NA,NA,NA,NA,NA,NA
10,4,jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,5,alice,NA,NA,NA,NA,NA,NA,6,IN
10,5,david,NA,NA,NA,NA,NA,NA,9,IN
10,5,henry,NA,NA,NA,NA,NA,NA,3,IN
10,5,michael,NA,NA,NA,NA,NA,NA,8,IN
10,5,priya,NA,NA,NA,NA,NA,NA,2,IN
10,5,rosie,NA,NA,NA,NA,NA,NA,5,IN
10,5,helena,NA,NA,NA,NA,NA,NA,1,OUT
10,5,michelle,NA,NA,NA,NA,NA,NA,7,OUT
10,5,steph,NA,NA,NA,NA,NA,NA,4,STAR BAKER
10,5,amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,5,dan,NA,NA,NA,NA,NA,NA,NA,NA
10,5,jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,5,phil,NA,NA,NA,NA,NA,NA,NA,NA
10,6,alice,NA,NA,NA,NA,NA,NA,1,IN
10,6,david,NA,NA,NA,NA,NA,NA,2,IN
10,6,henry,NA,NA,NA,NA,NA,NA,4,IN
10,6,michael,NA,NA,NA,NA,NA,NA,6,IN
10,6,rosie,NA,NA,NA,NA,NA,NA,5,IN
10,6,priya,NA,NA,NA,NA,NA,NA,7,OUT
10,6,steph,NA,NA,NA,NA,NA,NA,3,STAR BAKER
10,6,amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,6,dan,NA,NA,NA,NA,NA,NA,NA,NA
10,6,helena,NA,NA,NA,NA,NA,NA,NA,NA
10,6,jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,6,michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,6,phil,NA,NA,NA,NA,NA,NA,NA,NA
10,7,alice,NA,NA,NA,NA,NA,NA,6,IN
10,7,david,NA,NA,NA,NA,NA,NA,2,IN
10,7,rosie,NA,NA,NA,NA,NA,NA,1,IN
10,7,steph,NA,NA,NA,NA,NA,NA,4,IN
10,7,michael,NA,NA,NA,NA,NA,NA,5,OUT
10,7,henry,NA,NA,NA,NA,NA,NA,3,STAR BAKER
10,7,amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,7,dan,NA,NA,NA,NA,NA,NA,NA,NA
10,7,helena,NA,NA,NA,NA,NA,NA,NA,NA
10,7,jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,7,michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,7,phil,NA,NA,NA,NA,NA,NA,NA,NA
10,7,priya,NA,NA,NA,NA,NA,NA,NA,NA
10,8,alice,NA,NA,NA,NA,NA,NA,3,IN
10,8,david,NA,NA,NA,NA,NA,NA,1,IN
10,8,rosie,NA,NA,NA,NA,NA,NA,2,IN
10,8,henry,NA,NA,NA,NA,NA,NA,5,OUT
10,8,steph,NA,NA,NA,NA,NA,NA,4,STAR BAKER
10,8,amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,8,dan,NA,NA,NA,NA,NA,NA,NA,NA
10,8,helena,NA,NA,NA,NA,NA,NA,NA,NA
10,8,jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,8,michael,NA,NA,NA,NA,NA,NA,NA,NA
10,8,michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,8,phil,NA,NA,NA,NA,NA,NA,NA,NA
10,8,priya,NA,NA,NA,NA,NA,NA,NA,NA
10,9,david,NA,NA,NA,NA,NA,NA,2,IN
10,9,steph,NA,NA,NA,NA,NA,NA,3,IN
10,9,rosie,NA,NA,NA,NA,NA,NA,1,OUT
10,9,alice,NA,NA,NA,NA,NA,NA,4,STAR BAKER
10,9,amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,9,dan,NA,NA,NA,NA,NA,NA,NA,NA
10,9,helena,NA,NA,NA,NA,NA,NA,NA,NA
10,9,henry,NA,NA,NA,NA,NA,NA,NA,NA
10,9,jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,9,michael,NA,NA,NA,NA,NA,NA,NA,NA
10,9,michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,9,phil,NA,NA,NA,NA,NA,NA,NA,NA
10,9,priya,NA,NA,NA,NA,NA,NA,NA,NA
10,10,alice,NA,NA,NA,NA,NA,NA,2,Runner-up
10,10,steph,NA,NA,NA,NA,NA,NA,3,Runner-up
10,10,david,NA,NA,NA,NA,NA,NA,1,WINNER
10,10,amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,10,dan,NA,NA,NA,NA,NA,NA,NA,NA
10,10,helena,NA,NA,NA,NA,NA,NA,NA,NA
10,10,henry,NA,NA,NA,NA,NA,NA,NA,NA
10,10,jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,10,michael,NA,NA,NA,NA,NA,NA,NA,NA
10,10,michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,10,phil,NA,NA,NA,NA,NA,NA,NA,NA
10,10,priya,NA,NA,NA,NA,NA,NA,NA,NA
10,10,rosie,NA,NA,NA,NA,NA,NA,NA,NA
